Text,Label,Predicted Senti 
"disappointing. Sea view. Delays in preparing the room and waiting an hour after the specified time
",Negative,Negative
"What I liked about the novel is its mystical spirit and exaggeration in the use of speech science.
",Negative,Negative
"disappointing. . I forgot things in the room, I was not contacted, and the phone numbers in the reservation or location are incorrect and I could not contact them
",Negative,Negative
"The book is great, but it disappointed me .. The writer says that he defends in this book Muhammad the human being, peace and blessings be upon him, frankly, but the defense was more emotional than what was analytical. The writer does not display the other clearly, in addition to that he does not go too deep into the response, so he does not elaborate, as if you are listening to a program that lasts for minutes on a radio .. The paragraphs of Muhammad Al-Abed and the husband deserve three or four stars .. Note :. If I read the book a few years ago, I think my evaluation for it will be higher.
",Negative,Negative
"There is no false Wi-Fi, we are used to it, there is no connection, but no internet. Room size. The map, via the map program, does not indicate that the hotel is obsessive to you, and there is also no Arabic speaker
",Negative,Negative
"We will come out of the cave when you, my boss:
",Negative,Negative
"Too bad too. Just good reception. The smell of rooms is poorly organized ... the lack of speed in responding to the request, the cleaning workers do not come on a daily basis, but you must ask them before the fourth hour to get you the role, very bad, bad, I do not advise anyone
",Negative,Negative
"To start with, I do not see the book as an anecdotal collection, and its texts are closer to blogging articles or blogging articles as they are called. This does not rule out the existence of some anecdotal texts that bear a sincere feeling, and I think this is what distinguishes the author most. However, the mixing of the style of blogging with the style of fictional writing led to something similar to water dilution, so the book became more lean. Does this mean that blogging weakens the language? This depends on the author&#39;s view of him. Among the writers is someone who respects writing in all cases and looks at blogs as channels for publication, so he writes faithfully what he writes in paper books. But many view it as a white card that allows the author to license everything and override the language on the pretext that these are not literary texts; these are notations. . I suffered in the book from abundant linguistic mistakes, mistakes everywhere and everything, even in the simplest of rules. I suspect that the reason is the weakness of the writer&#39;s language and the book&#39;s reviewers as well, as long as all these errors have gone under their noses without noticing. For example, how does a writer in Al-Fusha who like to say that one eyebrow is raised and does not feel stabs in his ears like? And, worse, how can he do this twice in the same book, separated by only a few pages; the same phrase with the same two errors? . This is a simple example, and the mistakes are not only in grammar, but in many linguistic and verbal methods. She says, for example, in a position: I put my leg under me and it is a very colloquial expression in the wrong’s way, so what is this from me that puts its leg under it? It is nice that Rehab writes in Arabic far from colloquially, while she originally studied it in English literature, meaning that she has something that might motivate her to write in English, but I would like her to be more jealous of the Arabic that she preferred.
",Negative,Negative
"The book is spontaneous and the tone of sadness in which it is very influential .. I liked the author’s accountability to himself and his expression of his desire to return to our Lord and regret his mistakes and his urgency to reach the right path even if he strayed from it at times .. The book in its entirety is good
",Negative,Negative
"disappointing. . A bed was ordered as a King and this was done. We did not get the same request in the reservation. There were two beds combined with each other. The bed cover was separate. There were two.
",Negative,Negative
"This book makes me the hard atheist:. The book raises questions on the mind of the reader, while the author cannot literally respond to those questions that he posed. In addition to the misinterpretation of some hadiths and Quranic verses
",Negative,Positive
"Very weak. No, not comfortable. I wish the best
",Negative,Negative
"disappointing. . All rooms are not clean and there is no interest in that the furniture is old and not worth five stars
",Negative,Negative
"A nice place to relax but the distance is far. The breakfast was delicious, the view and the atmosphere are very nice. The cleanliness of the beds and the rooms were not clean, the staff at the restaurants were of a poor standard, and they lacked the art of dealing with the residents and welcoming them.
",Negative,Positive
"I wished a lot to acquire this narration, especially after my reading of the wonderful chiropophobia, but ASFXIA came out of expectations, and it was not at the level I had hoped for .... I usually do not compare work and another, but here I am compelled to narrate such as cirophobia with its narration, language, and wonderful content to Aspect of feeling does not come after a narration such as a misfortune of Asfexia and far from expectations .... The language did not come strong and the style of narration made me lost, perhaps some of the events made me excited with it, but the general content was not as strong as the name of the novel besides the strange ending completely and completely away from The discount, if it had been left open, would have been better ... I might look tough, but Actually, I was hoping for the best after cervophobia and still waiting for the writer, Mohamed Naguib, the best, because I know he already has more ... two stars, one for the great cover and the other for my feelings with some scenes
",Negative,Negative
"Alzheimer&#39;s short stories. The first literary book I read for Al-Qusaibi can finish reading within an hour or less. Simple sad stories are notes that Jacob Al-Arian writes for his wife while he lives in the Alzheimer&#39;s Department at Georgetown University. Reading the lines in some of the syllables is what distinguishes this story, especially when he criticized some things, not exceeding the syllables, because I did not fear the memory
",Negative,Positive
"Very weak . Another annoying pickle. Inconvenience and discomfort
",Negative,Negative
"Translation is weak, feeling free. I found some beautiful phrases in the first chapter, and I did not find anything useful or interesting from the second chapter to the best.
",Negative,Negative
"Frankly, a hotel does not deserve two stars. Everything about this hotel is less than 3 stars. Everything there is an employee called a long Qalim at the reception lying my eyes and all the hotel employees prefer foreigners over the Arabs and the price for the service is very very very expensive
",Negative,Negative
"Weak. . Adaptation was broken, I moved to another room, and it was bad
",Negative,Negative
"A fragile style story .. an unrealistic story in what she describes from feelings .. But I admit that the writer was raised to bring hatred and hatred that Jumana, a foolish, deaf and blind person, to Abdul Aziz al-Mqarif, who does not belong to the human family.
",Negative,Negative
"I bought the novel based on the presentation of Al-Aswany behind and the fact that Al-Aswany greatly complimented the writer. The characters are incredibly stereotypical ... and the method is fabricated and boring ... politics and governance are interchangeable with events and the writer&#39;s method is an abyss method and not a writer&#39;s method of mastering his tools. The novel was written in haste, and the characters are shallow and shallow, especially the personality of Abdul Wahab. I felt that I had read it hundreds of times before. Unfortunately I bought the writer Barman and Time of Hyenas together, which will make me review myself before buying two novels of the writer himself in the first experience. Commercial novels have become more admired than novels that carry human or social dimensions, which is what needs a special topic to be discussed.
",Negative,Negative
". Its location is quiet only. The internet is very bad, the breakfast is not enough, the price is straightforward, and the service is supposed to be less, since the hotel is a star
",Negative,Negative
"One of the worst hotels in Dubai. I liked what made me choose this hotel as the hotel decor and the rooms are bright. The rooms were very small and narrow, this I did not expect .. the air conditioning is very poor and there is no air conditioning for the rooms I could not smoke the doors are very annoying when opening and closing the menu is bad It was very high. The bathroom is very, very tight. There is no water to spray and wash. All people should be cared for. I am Muslim and I need washing. I cannot return to stay at this hotel for the reasons that I mentioned are very important to me.
",Negative,Negative
"Hotel was not up to standard. The place is close to the Prophet&#39;s Mosque only. Cleanliness is poor, lighting is poor, breakfast is cold and not fresh, for four days, no cot is provided
",Negative,Negative
"I did not find Gibran here.
",Negative,Positive
"As much as I liked the dazzling darkness and country, the more my excitement and disgust at this novel.
",Negative,Positive
"A cover star and a star for Tamer Ibrahim, because it is impossible for Tamer Ibrahim to have a dark duo?
",Negative,Negative
"I was upset at the hotel for one night in June and two nights in July of this year. Problems the first time the bathroom did not have a rob. I called the reception. He tried me on another service line. After a quarter of an hour, I attended the lady with the robe and not the bathroom. The car went to the restaurant in the breakfast room. Being strangled with some in front of the customers, something unfortunate and happened. There is nothing wrong with it. The second time I called the reservation service to make reservations in Cairo around nine o&#39;clock at night, I continued the hotel at one o&#39;clock in the morning and I did not find any reservation in my name the first time I requested to make a card participating in the special program Hotel wa Z today .... I have not got the card only CM: Medhat Abdel-Hamid. A note I wrote in Arabic so that it would not be a bad reputation for everyone
",Negative,Negative
"As I read the book, I became afraid of saying the word I, do you think I grow old? In many situations without feeling or touching what I say, a creative writer with his words and description
",Negative,Positive
"Dr.. Salman Al-Awda is a wonderful speaker who does not hope to hear his speech, but as a writer I admit that I got bored in the middle of his books .. Thank you, enemies ,, a collection of articles on the differences and conflicts between people and the ways in which they deal with them, excellent for those whose interaction with others positively or negatively is one of the axes of his life. .
",Negative,Positive
"Bad apartments. nothing. Everything, the showers were broken and the septic tank did not drain the water
",Negative,Negative
"A hotel below expectations, run by amateurs. The presence of a kitchenette with sweet. Sweet is very small, the furniture is old and has poor toiletries and so on, it does not rise to a five-star hotel
",Negative,Negative
"The food was cold and took a long time, and the Egyptian manager has a loud, annoying, and damaging atmosphere
",Negative,Positive
"The place is excellent but the staff are not respectful. The place is excellent, the rooms are excellent, and a large family is enough. The reception staff are not cooperating with the citizens or the Gulf and their style is very bad and they do not want to provide any dependency except for the money. So shameless that they say look up to my league for a second hotel, and when we got there they were late for hours.
",Negative,Positive
"The restaurant is the best of its location, but its eating is not fresh, frozen and the lighting of the restaurant is very weak. It has unpleasant disturbance .. I do not advise you.
",Negative,Negative
"I was going to madness and read the book Men of Bulaq and Women from the First Faisal, after what I saw in the enthusiasm, I got lost, and I have many notes. In the introduction that does not classify as an introduction, he used to say that our middle class is represented .. I would not say that the middle class has remained less than now, but what is not heard about the one below the poverty line? Where are you from? The best need for writing is the cover of Karim Adam, and away from his blood, Ihab who is soaked in projections that deserve the trouble of concentration, The word of truth: I can consider the book as an alarm or a scout for many of us ... by opening important topics and speaking in more important details, but with less blood, we should conduct it when we read the book ... by opening brackets without what closes them, and see me. There are empty pages in the book that do not have any need, and we will not feel the melody of his words, which means wasting paper wealth. He mentioned the content of a short story by Chekhov Malkchi, this is the greatest Russian writer in Al-Nisbali ,, the most important thing is to say that the hero of the story lived his life looking for a banknote worth Rs. Will you tell me where is the problem? . The problem is that the ignorance of its sovereignty is not known to the fact that Russia&#39;s currency is the ruble and that the rupee is the currency of India. The language that most of the people used is colloquial ,,, a lot of people who are interested in the book do not use it ,, knowing what is the type that forces you in the end that you say poison or work in a more correct sense .. The problem is not cold, ,, the problem is that it contains language references to the book ,,, I die And I know is see eh. It is clear that he has a problem in currencies. He tells you an Italian lira. What is he, but he has time difference and I don’t know that Italy has written the lira who has left the euro as its official currency. The most important sound effects are wrong, the last one is Tatata and its phone does not mean any sound exactly. Its end is a book that is all clichés, and Ihab Moawad does not know it is classified as a writer unless the intended meaning of the word literally ,, And to repeat repeated words that do not have a new thought ..
",Negative,Negative
"Weak. . Very old hotel and old furnitures as well as the building and bad location inside lane, overpriced price. I regret that I lived in it.
",Negative,Negative
"Weak. . Expensive price for the services provided. Bad transportation and cleanliness
",Negative,Negative
"disappointing. Otherwise, only the breakfast is kind. Reception is bad
",Negative,Negative
"One by one .... First: between two and three stars. A star of the style ... fairly reasonable especially for the starters. And its star of the idea. What I thought was needed more crystallization ... Secondly:. This type of writing is considered a kind of messy writing. Who expresses the internal chaos of a person. Thus, normal and normal people will not feel any need, on the contrary. A question will come to their minds. What does that mean ????. The first work often remains a great reflection of the writer&#39;s own personality. I think that if she had some patience, the idea could have looked better ... I liked the idea of the psychological interpretation of the whole topic at the end. Waiting for more writer:
",Negative,Negative
"disappointing. . Entry and departure times
",Negative,Negative
"Bad and not suitable for families. Good place to stay close to services. Reception laboratories and served the rooms and staff, especially Sayed Al-Masry, exploiting the hotel residents
",Negative,Positive
"You did not incite me to complete it
",Negative,Negative
"I was very disappointed in this book .. I did not like it. I felt, while I was reading it, that Dr. Khaled Tawfiq&#39;s quiver had become empty and that he was going to translate from the naive American novels .. that we see in descending movies from Aspens .. I just enjoyed some medical terms besides the idea, no more.
",Negative,Negative
"Disappointing apartments in cleanliness and location. . Toilets, one is broken, and the other is bad in the flow of water, one of the toilets has been removed from it, the suction fan has not closed the hole, the length of stay that lasted for five days, and asking to change the room without responding to us
",Negative,Negative
"Quite frankly
",Negative,Negative
"It did not take me soo one session to read it, a light book is OK, but when I read the title of the book, I thought that it talks about more important things, and that it has ways to renew marital life, and when I read it and found it completely different from my expectations .. His stories are as follows I think it is an ordinary and nothing new.
",Negative,Negative
"Weak. . Blinded
",Negative,Negative
"important . . The presence of the bar in front of the elevator, which makes me feel fear when I get to the room and face a drunkard
",Negative,Positive
"The book is closer to literary criticism of books and novelists. Almost the first two semesters are the best. But in general the book is less than my expectations
",Negative,Negative
"Depression and wasting time
",Negative,Negative
"Well ... the two stars of the second half of the second book. Frankly, that&#39;s half of the first book. It can&#39;t convince a child. Just as you cannot deal with riyals in Britain .. You cannot convince an atheist with a highly religious and mystical interpretation of Sufism and interpretations ... far from logic.
",Negative,Negative
"The hotel is deteriorating. . There are no non-smoking rooms, furniture and brushes are poor, and reception is very poor
",Negative,Negative
"They brought me a quarter of a chicken and Roquefort cheese in the food and the same at dinner on Mondays Tuesday and Wednesday and in meat days they brought me half a pound of kebab and a quarter of the chicken had a strange color until I thought that it came from the Egyptian Museum and not from a restaurant because the chicken was mummified as if it was the mummy of one of the ancient Egyptians. Sometimes I used to eat live and cheese. As for the meat, most of it is meat and lard, and it contains one healthy piece of meat. They did not bring me any fruit from the day I entered until the day I went out and it was my wish to allow me to radio. And they helped me every day by answering my request. But I did not receive this promised radio despite the alliance and the faith that I was hearing in the evening. ..... and my name was da prison: /
",Negative,Negative
"If only he had written the homilies in a simple prose, he would have been better than the narrative style .. most of the stories contained unnecessary details and simple construction as if they were children&#39;s stories
",Negative,Negative
"A very superficial and meaningless novel ... Even the rhetorical analogies that the author tried to formulate are never wonderful and there is no linguistic beauty ..
",Negative,Negative
"I had previously read a book by Dr. Mohamed El-Arifi in the name of enjoying your life. And I think that he and this book guarantee the same content as the two books are a study of the book of Del Carnegie and inoculation of some of the verses of the Qur’an and hadiths. But Mohamed Al Areifi&#39;s book is characterized by a more attractive style. The book is good but not as expected
",Negative,Positive
"The novel of the blue or clumsy elephant is, so to describe it from a humble point of view is a superficial narrative that deserves only one star or a fracture of it full of holes, so to speak may give in the beginning a sense of ambiguity and depth that is impossible to shock at the end of the narration from its surface and its emptiness. The end seemed like a sewage drain that the author blew up in our faces when I attributed everything to the jinn, superstition and sorcery, which was not expected or commensurate with the preparation and the level presented by the author from his logical and analysis in the beginning of the novel and its climax .... the novel smells of the smell of alcohol from among its lines to a hyper what He singled out the author for his description and book, which was also exaggerated by his hints and descriptions, which amounted to banality. There are many vacuums left by the author in the story and not closed by what happened to his Maya character and how it happened and the talismans were neither tattooed on him nor him. Where was he for the past five years, and what did Yahya do ... five years, an extremely exaggerated number? Does Yahya live in a single-storey house with a garden and a neighbor to watch, or does he live in his building with a doorman? Numerous inconsistencies were found, but the writer had a good descriptive ability that conveyed the reader on the journeys of the acid and wall. . Precision makes you coexist with her and gets up with the hero and you feel the headache in your head from its impact. Overall I do not recommend it. Thanks
",Negative,Negative
"Bad novel .. obscene .. vulgar .. devoid of anything beautiful..the writer&#39;s style is a dialogue style .. and its language is obscene .. and the subject of the novel exhumed in the rubbish of society .. and around it the events of the novel revolved ... it is strange that you meet in one novel all the elements of bad I would only recommend it to my enemy to darken it, as you clouded me and disgusted it as you disgusted me
",Negative,Negative
"I do not recommend it unless you have to. Proximity to the campus and delivery service. The name of a hotel is not worthy of any star, there is never cleanliness, the room is very narrow, the bathroom is narrow
",Negative,Negative
"Although I am a big fan of Ahmed Khaled Tawfik&#39;s writings, but also in person, the book does not present a new collection of articles included in a book, nothing more, nothing less .. Finally, what I liked most about the book is the last article in it, which is tan tan where the author writes In response to that, Tintin is the dagger of the Francophone culture, aimed at our chest:. In my opinion, she was passing through a loyal Egyptian candidate named Al-Ahram, where stories that are inappropriate for our culture are excluded, and I do not remember that any spy arrested was a reader of Tintin. . Notice the following and work on your mind. Remember that American values fill in the magazines of Mickey, Superman and Spiderman .. Remember that there is no parenting relationship between any of Mickey&#39;s heroes, and remember that Donald Duck does not stop trying to date Daisy the charming duckling ..
",Negative,Negative
"disappointing. The location is just perfect.
",Negative,Negative
"Dislike. The style is very dry
",Negative,Negative
". The villa is beautiful, spacious and spacious, and the swimming pool is also beautiful. Entertainment is almost non-existent, there is no supermarket, and the buffet price is quite high
",Negative,Positive
"I had great enthusiasm to read this novel, especially after I heard about it from praise, but when I started reading I was bored and felt that the novel was exaggerated by its praise .. I could not complete it to know whether the author really touched on the history of Sudan and the struggle to prove self and establish a post-occupation state or is the whole novel based on The story of an expatriate and his fines .. It may be one of the strengths of the novel, its language, which I did not taste as I read it in English .. I may return to read it one day in Arabic to know whether it deserves the praise it met or not ..
",Negative,Negative
"The novel centered on an important fundamental point, which I see as the cause of many differences between husbands and lovers. It is the problem of frankness; that each side speaks to the other with its emotional past, and we forget that we humans do not forget. Those stories will remain in the hours of serenity, such as thorns that stroke our depths and disturb our beds and spoil us with a happy time or give our innocent words different meanings ... I was bored to use the word thorns that was repeated a lot, and I hated love I saw flimsy here as the hero said to himself: All his knowledge of the woman was from The papers .. Adhering to a beloved like that indicates a lack of maturity, no doubt .. It was the worst novel you can read on a ship sailing between the banks of the Nile .. I wanted to throw it in its waters
",Negative,Negative
"Whenever I entered a bookstore during the past two years, I found this novel in the best-selling business list, and I was never excited to buy it, even after I learned that it would be turned into a movie, and when I saw it on the shelf for the last time two days ago and found on its cover the edition I decided to buy it and finished it in two sessions Just .. The work in terms of technique is very good, the parallel cutting style, the gears and the escalation, all of these things the writer used smart and well. Technically, I think the work in my humble opinion is less than average, so trying to create a deep text for a flat idea came exactly like someone trying to carry a very bulky vehicle on a very weak chassis .. I respected very carefully the writer&#39;s accuracy and his devotion to drawing details and creating an attractive graceful dialogue It depended on the use of the vocabulary of Egyptian vernacular and many popular themes among the contemporary youth audience, which helped a lot in popularizing the novel and its audiences, especially with that intense dose of smart wrap around the idea of love, its essence and its meaning ... its torments, its pains, dreams and His romance and melancholy .. I enjoyed the novel as someone who enjoyed the slippers FH between meals ,, but I could not Osnfea as a literary work sober, or deep, and I can not put it on one rack with a giant business, despite their success and their popularity.
",Negative,Negative
"An interesting light novel, but it did not appeal to me very much .. I think that it took a wide reputation and a size larger than it deserved .. It touched on a strange and new topic that I liked about it .. only nothing but
",Negative,Negative
"A book that does not have any dimension in personalities, and there is no development or direct increase
",Negative,Negative
"Weak. . The hotel is not clean
",Negative,Negative
"The title of the book is interesting, the content is simple and very brief ... The beginning of the book is a failure, when he said that Mrs. Aisha was born in the fourth year of the mission, and ignored the narrations in Bukhari himself that contradict this hadith.
",Negative,Positive
"The worst hotel in my history. Unfortunately nothing. The location, the cleanliness was poor, and the presence of stains on the carpet.
",Negative,Negative
"Very weak. . Some rooms do not have windows and toilets are very bad. There is no glass around the bathtub. Water comes out on the bathroom floor and the floor is filled. As for the kitchen, there is an electric oven, but it is not allowed to use. As for the shampoo and soap, poor quality that does not fit in a star hotel and the cooling is very high. This hotel will not be repeated, God willing
",Negative,Negative
"Very weak. The reception staff were very friendly, like Fahd, who greeted us and provided us with a room. Kufi is not fast and expensive is a real sandwich dog
",Negative,Negative
"disappointing. Flat detailing. Lighting inconvenience, cleanliness, location, distance from services
",Negative,Negative
"Ahmed Al Shugairi is an excellent journalist, God willing .. and his book carries good ideas for reflection and meditation, but I was not convinced about it as a writer. I would have preferred to listen to his story in India in one of his episodes than in a book.
",Negative,Positive
"A beautiful book, but its writer is noticed by his noticeable prejudice against girls, so that children can hardly be criticized except in two parts of the book.
",Negative,Negative
"disappointing. There is no. Never call the phone all the time, and breakfast is not at five-star level
",Negative,Negative
"disappointing . . The bed is very wretched and the handle is poor
",Negative,Negative
"Low level of service and bad treatment. Not good reception. The rooms were not equipped immediately upon our arrival and we waited for hours until the bags arrived in the rooms. The chef treated very badly and he caused some attendance, which led to a quarrel between him and one of the guests. The restaurant is very bad and very bad treatment for the Egyptians.
",Negative,Negative
"I liked the book. I wished that the writer talked about how to reduce road tension and such more, but I expected the book level to be greater than such. I liked an idea. Always wake up half an hour early and use this time to invent new ideas and call this time the time of ideas and without every idea that comes to mind and start to implement ideas that bring you closer to your goal
",Negative,Negative
"The maintenance work was very troublesome. . Furniture cleanliness was not on the satisfactory level
",Negative,Negative
"Miracle, I reached page number. Boring in a way that I can not describe. And may I want to make the final decision that I am a complement. Ibrahim Issa saw himself in the recent period. Actually, Khalani has missed a book for two months
",Negative,Negative
"I will not be staying this hotel in the future. The best thing about the horoscopes site. Air conditioning is poor. Brushes are not clean. I would never recommend it
",Negative,Negative
"A star for the cover and a star for the hair
",Negative,Negative
"Language and title are worst, but content is an attempt to communicate an idea and the idea may have arrived and has been traditional
",Negative,Negative
"Words of love exaggerated dipped in molasses and clay. A page expected more than this. Two stars for some of the Chosen One. : //. . /. . : //. . /. . : //. . /. . : //. . /.
",Negative,Negative
"Very bad . Nothing less than the level of services required to exaggerate very high prices. Bad in all respects
",Negative,Negative
"Bhahahahh .. If this outperformed ugliness and killed humanity .. It was. He outdid himself ... I can’t believe that there are people like this originally ..
",Negative,Negative
"This is the first book I read to Amin Maalouf ... I started enthusiastically .... I tried to read the book twice, but on two occasions the boredom stopped me with the fortieth page .... There .... I do not know if I wronged the book .. But in my humble opinion if not The writer can write something stimulating in forty pages, as this alone is a serious weakness. In any case, a third attempt on me is possible. I can bypass the forty page ... and give a better judgment next time ....
",Negative,Negative
"Interesting story and open end, the worst page in this novel is the last page, I did not like the end of the story at all.
",Negative,Negative
"Deira Tourist. . The hotel is very old-fashioned, there are no services, the foundation is old and totally worn out as only one star
",Negative,Negative
". Ostensibly, the novel is divided into two parts. The first part of it is related to his father, mother, and illness, and the disease is the weak link from which the writer moves to the second part of the jinn and demons to the end of the multiple horror features that he put in order to attract everyone, and I see that this multiplication reflected negatively on the novel. In the first line that started the novel, a very simple problem appears that almost completely bled the novel out of its roots, which is the hero’s injury with Coro’s disease, due to the fact that the writer is not a specialist or only satisfied with the information available on this disease on Wikipedia until you find the text transmission from the site, And to avoid this loophole and put a weak possibility of suffering from this very rare disease that does not exist in Egypt, it is not by eating the flesh of his father’s body but by eating his father’s brain and that his father traveled to Guinea or let us say to Africa in general. The events pass to find the beginning of the transformation and the emergence of the second line of the novel, which is surprising, I find no justification in its existence from the ground, especially after having good lines for the direction of the first regardless of its gaps, but it is clear that there is consensus at the present time that the book does not achieve the highest sales Or fame, unless he belongs to the literature of horror or in other words, the current fashion of writing is the literature of horror, and I do not reduce these words from the literature of horror or the talented book in it, but I am a fan of it and if I see that this subject has psychological and social conclusions of our own as Egyptians. It is clear to what extent the writer has been affected by Western culture, especially in horror movies and series. I found a series. . He imposes himself on my mind with too much force. The point where the child put his hands in his ear and murmured with the melody of a song, I felt that it came out of me from a medium-rated horror movie. I find it inappropriate for our society or the social class to which the hero is supposed to be attributed. How many points in this part more than mentioned. .
",Negative,Negative
"A waste of time and not worth reading. It should be called a novel, Ya Mahasin, seashells
",Negative,Negative
"I simply love it beautiful
",Negative,Positive
"Hotel Appartments . The bathroom is dirty, the water is poor, and the service is calling. The service, bathrooms and company are not comfortable
",Negative,Negative
"I don’t know why I like this group. I don’t know what I want to say to the author, but I generally liked the story of Melody, even though it’s very bleak.
",Negative,Negative
"It is a very short page novel .. It is certainly disappointing after reading Tantooriya more than wonderful, but in general it is an entertaining novel that I did not feel the time while it was going on with ... It talks at the beginning about his security, which fears the sea from which he was stolen by her husband and whose son disappeared on one of His ships are not returned yet .. His security operates in the palace of the Sultan with neighbors and one wife who seized power after killing his brother .. He owns many slaves but the British interfere in his policy and establish a colony on his land ... Then comes the most entertaining part, which is the journey of Saeed Ibn His security .. who left the ship and left it, and had to reside in Alexandria, work as a porter, then lose a friend Mahmoud is in the Orabi revolution and leaves Alexandria to live with an Egyptian rural family and presents the suffering of the head of the family after the defeat and the English occupation .. Then he decides to return to his mother ... Here comes the third part of the novel .. The return of Said and the joy of his mother and then his rebellion and the joining of a friend Hafiz in drinking forbidden coffee By order of the Sultan until he ended up participating in the slave revolt against the Sultan, which ends just as the Orabi Revolution ended before with defeat .. The revolution ends with the martyrdom of Saeed and his mother stops fear of the sea ..
",Negative,Positive
"Unfortunately, my time was lost:
",Negative,Negative
"We hope to take care of the cleanliness of the hotel, the rooms, the restaurant and everything. Location. Room cleanliness
",Negative,Positive
"An unrepeatable experience. Breakfast fairly. My car was shocked in the parking of the hotel and everyone evaded responsibility despite the presence of cameras disturbing you by calling and knocking on the door even at times of sleep The small size of the room compared to the price What they respond to your communications, whether cleaning or maintenance
",Negative,Negative
"Very weak. The location is in a very high place, it is difficult, despite the availability of transportation, but sometimes the police closes the entrance, so very tired, the services are very bad for them, especially in the restaurant, and the waiter’s crew is very bad in the treatment. I asked for water. The waiter in the buffet also had water. The restaurant tables had closed places and I wanted to sit there. They make themselves work and clean the beds, and the sheets are not clean. I did not like anything
",Negative,Negative
"Weak. Too bad the furniture is too old.
",Negative,Negative
"disappointing. . Cleanliness and sounds are in place.
",Negative,Negative
"Hypocrisy or not hypocrisy .. Can life be straightforward without hypocrisy ... or does it have hypocrisy? I liked the movie more than the novel. The novel has a lot of useless stuffing ... and the idea is very clear, I mean, I did not like excessive nationalism in his words. An unfortunate experience with Sebai
",Negative,Negative
"The location of the hotel is acceptable, but I am not a clean hotel. . The rooms are not clean
",Negative,Negative
"Bad booked a room for non-smokers, but I was entered into a smokers&#39; room and the whole floor smelled of smoking and the room was very bad and smelled repulsive, I asked to change the room but none of their words. The room is very poorly lit, and the bidet has no place to hang, always on the floor, moistens the floor, and the shower escapes water from the edges of the glass partition on the bathroom floor. I asked to repair the bidet and perfume the room when I got out of the room from the time of the Maghrib call to prayer until we came back after the evening and we were surprised that nothing had been done despite the presence of the official in front of the room door and we promised to do the necessary and said with the letter Tact and great, and Abdul Rahman was very good at the reception when I objected to the smell of the room. The assumed hotel reputation is more important than the room value, with other hotels they did a free upgrade and other things
",Negative,Positive
"The era of monkeys .. Mustafa Mahmoud. ...... Another face of the writer ... and a bad book from my point of view. A living application of a man’s view of a woman as a way .. a bridge .. or even for the sake of humiliation that was thrown in the book it is possible to go down too to the level of contagion ... despite the abundant knowledge of the writer .. he sees the woman as a distraction from religion .. and sees her great virtue is Containing the man and tolerating his sins in her right, knowing that virtue de must be compulsory and not optional .. This was a deficiency saying that our Lord was created for the six minds in order to think of serving the man only. From his words, this also contains a horrible conclusion that can be found in the brain of any person, that this man does not think that a woman has an entity at all, not really just a thing. Just a bridge. He sees that all love is for God and any other love is a bad thing attached to the heart and must be left ... ... I benefited one thing but from this book ... that any person has very many aspects, no matter how great his thinking is, there is a defective side ... We are the ones who make sanctification for people .. I really mean ..
",Negative,Positive
"The beginning of the book was to tell famous stories in a special way, and from the point of view of the writer in which the bitter reality was reflected. As for the rest of the stories, they are indirect sighs and a gloomy struggle for venting from inside. A light but overburdened book of sighs may make you feel some pain.
",Negative,Positive
"I do not like luxury when they advise the patient to endure the pain of life .. I usually prefer to read to someone who tasted the bitterness of failure and was subjected to the hardships of life before he succeeded, but a person who is not tired of thinking about running after a livelihood barely blocks his saliva and then comes to offer free advice to people, so I consider it a kind of nonsense The literary .. Thank you, sir, the writer for your theoretical advice that did not bring anything new, whether on the practical level or even the literary ... What are the most human development books and advice that fill the market and what is the least benefit from them
",Negative,Negative
"Malpractice and services in the form of a hotel. Just looking. Bad experience by all standards, spoiled my graduation ceremony and canceled my reservation, and after they complained to Bucking, they remedied the renewal of the reservation, but after they raised the price and canceled the breakfast, I insisted on taking my right and called again to the Bucking who solved the problem, but after the hotel delayed me about three hours in the lobby, their manager laughs and says I did not receive an email knowing that it does not take several seconds. The disregard of the nerves of the inmates. There is no parking space in front of the hotel and they do not give you an entry card for the parking, which is about a kilometer, except after logging in. The toilet does not have any requirements at all. I said the usual supplies such as brush and putty, and so they brought a brush and paste only, no soap, shampoo, or bathroom shoes that do not deserve the name of a hotel as well as the stars. Unfortunately, a group of amateurs decided on the day and night of opening a hotel and you can face the types of tragedies ,, if you want to burn your money and live an experience Bad by all standards, please book here.
",Negative,Negative
"Very beautiful, but the writer is confused and confused me together. There is a lot of it in it, and sometimes I used to take a truce to absorb it .. I wanted the Granada trilogy and Faraj to be more honest
",Negative,Negative
"It is not unemployment ... but it is not a novel ... I have all saved it in the metro
",Negative,Positive
"I was encouraged to read this novel that she ran for the Booker. But half of a smile stuck to my face when I read it. Were it not for the language, I would not have given it a star. It is not up to the level of competition. Just a repetition of all the crying in superficial novels, as usual justification for betrayal, self-flagellation and marginalization of everything beautiful in society.
",Negative,Negative
"I am not thinking of staying again. . There is no car park, old room chairs are uncomfortable, there is no reception staff, no package in the customer, reservation of the ID card, despite the payment of the accommodation amount
",Negative,Negative
"The whole book is a sentence disliked by all pages .. There is nothing new or a new idea .. It is based on assumption and imagination.
",Negative,Negative
